country,city,line,phase,start_year,end_year,is_regional_rail,length_km,tunnel_pct,tunnel_km,num_stations,is_anglo,ppp_rate,real_cost_2023_musd,cost_per_km_2023_musd
UK,London,Northern Line,Northern Line Extension,2015.0,2021.0,0.0,3.2,1.0,3.2,2.0,1.0,1.47,2192.780385117493,685.2438703492166
US,Boston,Green Line,Green Line Extension,2013.0,2022.0,0.0,7.6,0.0,0.0,7.0,1.0,1.0,2694.8733940983966,354.58860448663114
US,Chicago,Orange Line,Orange Line,1987.0,1993.0,0.0,14.4,0.0,0.0,7.0,1.0,1.0,1165.654169854629,80.94820623990479
US,Honolulu,HART,HART,2011.0,2026.0,0.0,32.0,0.0,0.0,21.0,1.0,1.0,13797.968364083836,431.18651137761987
US,Los Angeles,Crenshaw/LAX Line,Crenshaw/LAX Line,2014.0,2022.0,0.0,13.7,0.34,4.7,9.0,1.0,1.0,2558.2437826370756,186.7331228202245
US,Los Angeles,Regional Connector,Regional Connector,2014.0,2022.0,0.0,3.1,1.0,3.1,3.0,1.0,1.0,2130.791702342029,687.3521620458158
US,Los Angeles,Purple Line,Purple Phase 1,2014.0,2024.0,0.0,6.3,1.0,6.3,3.0,1.0,1.0,3397.6177486091583,539.3044045411363
US,Los Angeles,Purple Line,Purple Phase 2,2018.0,2026.0,0.0,4.2,1.0,4.2,2.0,1.0,1.0,2698.7666531350333,642.5634888416746
US,Los Angeles,Purple Line,Purple Phase 3,2020.0,2027.0,0.0,4.2,1.0,4.2,2.0,1.0,1.0,3600.0,857.1428571428571
US,Miami,Metrorail extension to MIA,Metrorail extension to MIA,2009.0,2012.0,0.0,3.9,0.0,0.0,1.0,1.0,1.0,707.0624610191877,181.29806692799684
US,New York,Line 7,7 extension,2007.0,2014.0,0.0,1.6,1.0,1.6,1.0,1.0,1.0,3353.655941592985,2096.0349634956156
US,New York,Second Avenue,Second Avenue Phase 1,2007.0,2016.0,0.0,2.7,1.0,2.7,3.0,1.0,1.0,6232.507044131965,2308.335942271098
US,New York,East Side Access,East Side Access,2007.0,2022.0,1.0,2.8,1.0,2.8,1.0,1.0,1.0,14141.272566946674,5050.4544881952415
US,New York,Gateway,Gateway,2019.0,2026.0,1.0,5.3,1.0,5.3,0.0,1.0,1.0,9500.0,1792.4528301886794
US,New York,Second Avenue,Second Avenue Phase 2,2019.0,2029.0,0.0,2.6,1.0,2.6,3.0,1.0,1.0,6949.0,2672.6923076923076
US,Philadelphia,Regional Rail,Center City Commuter Connection,1976.0,1984.0,1.0,2.9,0.69,2.0,1.0,1.0,1.0,1220.28713592233,420.7886675594242
US,San Francisco,Central Subway,Central Subway,2010.0,2021.0,0.0,2.7,1.0,2.7,4.0,1.0,1.0,2149.4506116517978,796.0928191302954
US,San Francisco,BART to San Jose,BART to San Jose,2024.0,2036.0,0.0,9.6,0.83,8.0,4.0,1.0,1.0,12200.0,1270.8333333333335
US,Seattle,U-Link,U-Link,2009.0,2016.0,0.0,5.1,1.0,5.1,2.0,1.0,1.0,2330.4472764967727,456.9504463719162
US,Seattle,West Seattle and Ballard,West Seattle and Ballard,2026.0,2036.0,0.0,19.0,0.32,6.0,13.0,1.0,1.0,14529.240959619185,764.696892611536
US,Washington,Silver Line,Silver Line Phase 1,2009.0,2014.0,0.0,18.8,0.04,0.7,5.0,1.0,1.0,4039.412302891006,214.86235653675564
US,Washington,Silver Line,Silver Line Phase 2,2013.0,2022.0,0.0,18.3,0.0,0.0,6.0,1.0,1.0,3791.3719810704956,207.1787967798085
UZ,Tashkent,Sergeli Line,Sergeli Line,2017.0,2020.0,0.0,6.94,0.0,0.0,6.0,0.0,5.0,862.7522211646827,124.31588201220212
UZ,Tashkent,Yunusabad Line,Yunusabad Line extension,2017.0,2020.0,0.0,2.9,1.0,2.9,2.0,0.0,5.0,757.1833839757553,261.0977186123294
VN,Hanoi,Line 2,Line 2,2011.0,2021.0,0.0,11.5,0.74,8.5,12.0,0.0,0.000126,3167.55506507972,275.4395708764974
VN,Hanoi,Line 3,Line 3,2010.0,2024.0,0.0,12.5,0.32,4.0,12.0,0.0,0.000126,5570.910235845621,445.6728188676497
VN,Ho Chi Minh City,Line 1,Line 1,2012.0,2021.0,0.0,19.7,0.13,2.6,14.0,0.0,0.000126,6974.425359260355,354.03174412489113
VN,Ho Chi Minh City,Line 2,Line 2 first phase,2020.0,2026.0,0.0,11.3,0.82,9.3,11.0,0.0,0.000126,6048.0,535.221238938053
VN,Ho Chi Minh City,Line 5,Line 5 first phase,2025.0,2029.0,0.0,8.9,0.84,7.5,7.0,0.0,0.000126,5241.6,588.9438202247192
UK,London,Docklands Light Railway,Extension to London City Airport,2004.0,2005.0,0.0,4.4,0.0,0.0,4.0,1.0,1.4,251.1880286738351,57.08818833496252
UK,London,Docklands Light Railway,Extension to Greewich/Lewisham,1996.0,1999.0,0.0,4.2,0.405,1.7,7.0,1.0,1.4,512.1042016806723,121.92957182873147
UK,London,Docklands Light Railway,Extension to Woowich Arsenal,2005.0,2009.0,0.0,2.5,0.9113,2.3,1.0,1.0,1.4,393.16387096774184,157.26554838709674
UK,London,Docklands Light Railway,Bank Extension,1988.0,1991.0,0.0,2.01,0.8,1.79,1.0,1.0,1.5,989.9459251101323,492.5104105025534
UK,London,Docklands Light Railway,DLR Beckton Extension,1991.0,1994.0,0.0,12.73,0.0,0.0,12.0,1.0,1.5,863.5279352226722,67.83408760586585
UK,London,Heathrow Express,Heathrow Express,1993.0,1998.0,1.0,11.12,0.6115,6.8,2.0,1.0,1.3888888888888888,1298.1509884117247,116.74019679961553
UK,London,West Anglian Mainline,Stansted Rail link,1986.0,1991.0,1.0,3.02,0.3,0.9,1.0,1.0,1.54,151.59036358296626,50.19548463012128
UK,London,Victoria Line,Brixton extension,1967.0,1971.0,0.0,5.63,1.0,5.63,4.0,1.0,1.47,382.2882,67.9019893428064
UK,London,Victoria Line,Original Walthamstow Central - Victoria,1962.0,1969.0,0.0,16.989,1.0,16.989,12.0,1.0,1.47,1506.0884999999998,88.65080346106302
UK,London,Jubilee Line,Jubilee-Fleet Line Baker Street - Charing Cross,1971.0,1979.0,0.0,4.43,1.0,4.43,4.0,1.0,1.47,623.427,140.72844243792326
UK,London,Piccadilly Line,Heathrow Piccadilly Extension 1,1971.0,1977.0,0.0,5.6,0.84,4.69,2.0,1.0,1.5,244.59,43.67678571428572
UK,London,Piccadilly Line,Heathrow Piccadilly Extension 2,1983.0,1986.0,0.0,2.9,1.0,2.9,1.0,1.0,1.5,115.77000000000001,39.92068965517242
JP,Sendai,Namboku Line (Sendai),Yaotome - Izumi-Chuo,1986.0,1992.0,0.0,1.1,0.1818,0.2,1.0,0.0,0.00538647993536224,113.47349059064881,103.15771871877165
JP,Sendai,Namboku Line (Sendai),Tomisawa - Yaotome,1981.0,1987.0,0.0,15.44,0.76,11.59,16.0,0.0,0.01049648367796788,3070.221475805605,198.8485411791195
JP,Sendai,Tozai Line (Sendai),Arai - Yagiyama Zoological Park,2006.0,2015.0,0.0,14.4,95.83,13.78,13.0,0.0,0.009666505558240696,2891.7563393193823,200.81641245273488
JP,Sendai,Airport Line,Sendai Airport - Natori,2002.0,2007.0,1.0,3.55,0.08,0.3,3.0,0.0,0.008311170212765957,401.83345933288956,113.19252375574355
JP,Sendai,Senseki Line,Nigatake - Aobadoori ,1981.0,2000.0,1.0,3.9,0.8974,3.5,5.0,0.0,0.006464541987200207,748.0965753018908,191.81963469279253
JP,Sapporo,Namboku (Sapporo) Line,Kita Junijijou -Hiragishi,1969.0,1971.0,,7.95,1.0,7.95,9.0,0.0,0.01049648367796788,1049.1455862286134,131.96799826775012
JP,Sapporo,Namboku (Sapporo) Line,Hiragishi - Makomanai,1970.0,1971.0,,4.675,0.00037,0.17499999999999982,4.0,0.0,0.01049648367796788,403.51737168048703,86.31387629529135
JP,Sapporo,Namboku (Sapporo) Line,Kita Junijijou -Asabu,1974.0,1978.0,,2.2,1.0,2.2,3.0,0.0,0.01049648367796788,660.661278471712,300.3005811235054
JP,Sapporo,Tozai (Sapporo),Miyanosawa-Kotoni,1995.0,1999.0,,2.79,1.0,2.79,3.0,0.0,0.00617131572,540.6467371938149,193.780192542586
JP,Sapporo,Tozai (Sapporo),Kotoni-Shiroishi,1973.0,1976.0,,10.67,1.0,10.67,11.0,0.0,0.01049648367796788,2081.980686470032,195.12471288378933
JP,Sapporo,Tozai (Sapporo),Shiroish-Shin-Sapporo,1978.0,1982.0,,7.34,1.0,7.34,7.0,0.0,0.01049648367796788,1861.0958328959798,253.55529058528336
JP,Sapporo,Toho Line,Sakaemachi-Hosuisusukino,1983.0,1988.0,,8.995,1.0,8.995,9.0,0.0,0.01049648367796788,3044.941744515587,338.5149243485922
JP,Sapporo,Toho Line,Hosuisusukino-Fukuzumi,1990.0,1994.0,,5.535,1.0,5.535,5.0,0.0,0.005591902924565229,1110.6158088755499,200.65326266947605
JP,Tokyo,Yokohama Subway Blue Line,Shin-Yokohama-Azumino,1987.0,1993.0,,10.7,0.3925,4.2,7.0,0.0,0.0054851626350721295,2313.2733913242187,216.1937748901139
JP,Tokyo,Yokohama Subway Blue Line,Totsuka-Shonandai,1995.0,1999.0,,7.4,0.9595,7.1,6.0,0.0,0.006171315724512467,1853.3234720696476,250.44911784724962
JP,Tokyo,Yokohama Subway Green Line,Nakayama-Hiyoshi,2001.0,2008.0,,13.1,0.8168,10.7,10.0,0.0,0.008557980316645272,2921.2842036029147,222.99879416816145
JP,Tokyo,Yokohama Subway Blue Line,Kamiooka- Isezaki Choujamachi,1967.0,1972.0,,5.7,1.0,5.7,6.0,0.0,0.01049648367796788,917.7527028445471,161.00924611307843
JP,Tokyo,Yokohama Subway Blue Line,Kamiooka-Kami Nagaya/ Isezaki Chojamachi - Yokohama,1973.0,1976.0,,6.6,1.0,6.6,6.0,0.0,0.01049648367796788,1390.5342710192087,210.68701076048617
JP,Tokyo,Yokohama Subway Blue Line,Kami Nagaya - Totsuka ,1983.0,1985.0,,9.1,0.8236,7.495,4.0,0.0,0.01049648367796788,2046.730345334313,224.91542256421022
JP,Tokyo,Yokohama Subway Blue Line,Maioka-Totsuka,1983.0,1987.0,,1.6,1.0,1.6,2.0,0.0,0.01049648367796788,552.3774535530597,345.2359084706623
JP,Nagoya,Tsurumai Line,Kami-Otai-Shonai Ryokuchi Koen,1981.0,1993.0,,1.4,1.0,1.4,1.0,0.0,0.0054851626350721295,458.0281314821953,327.1629510587109
JP,Nagoya,Sakuradoori Line,Imaike-Nonami,1987.0,1994.0,,8.3,1.0,8.3,9.0,0.0,0.005591902924565229,2041.1876884861813,245.92622752845557
JP,Nagoya,Kami-Iida/Meijo Line,Heiandoori-Kamiida/Ozone-Sunadabashi/Sunadabashi-Nagoya Daigaku,1996.0,2003.0,,6.2,1.0,6.2,8.0,0.0,0.007164350193437454,1909.880571839743,308.04525352253916
JP,Nagoya,Meijo Line,Nagoya Daigaku - Aratamabashi,1997.0,2004.0,,5.1,1.0,5.1,5.0,0.0,0.00744047619047619,1125.0427553631298,220.59661869865292
JP,Nagoya,Sakuradoori Line,Nonami-Tokushige,2006.0,2011.0,,4.1,1.0,4.1,4.0,0.0,0.009306654257794323,846.5451812445358,206.4744344498868
JP,Nagoya,Sakuradoori Line,(Taiko-doori) Nakamura Shiyakusho - Imaike,1983.0,1989.0,,7.5,1.0,7.5,8.0,0.0,0.01049648367796788,3216.647423113257,428.8863230817676
JP,Nagoya,Higashiyama Line,Nagoya Station-Sakaemachi Station,1954.0,1957.0,,2.6,1.0,2.6,3.0,0.0,0.01049648367796788,170.7148105384696,65.659542514796
JP,Nagoya,Higashiyama Line,Sakaemachi-Ikeshita,1954.0,1960.0,,3.5,1.0,3.5,4.0,0.0,0.01049648367796788,233.8826493124803,66.82361408928008
JP,Nagoya,Higashiyama Line,Ikeshita-Higashiyama Koen,1961.0,1963.0,,2.6,1.0,2.6,3.0,0.0,0.01049648367796788,248.7246772331269,95.6633373973565
JP,Nagoya,Meijo Line,Sakaemachi-Shiyakusho (Nagoya Jo now)/Sakae-Kaneyama,1964.0,1967.0,,4.6,1.0,4.6,7.0,0.0,0.01049648367796788,423.3966621181904,92.04275263438923
JP,Nagoya,Higashiayama Lines,Higashiyama Koen -Hoshigaoka ,1965.0,1967.0,,1.2,1.0,1.2,1.0,0.0,0.01049648367796788,105.53164689828907,87.94303908190756
JP,Nagoya,Higashiyama Line,"Hoshigaoka-Fujigaoka, Nagoya-Nakamura Kouen",1962.0,1969.0,,8.5,0.5647058823529412,4.8,4.0,0.0,0.01049648367796788,726.9759630523774,85.52658388851499
JP,Nagoya,Meiko Line,Kaneyama-Nagoyako,1969.0,1971.0,,6.1,1.0,6.1,7.0,0.0,0.01049648367796788,797.9531856827963,130.81199765291743
JP,Nagoya,Meijo Line,Shiyakusho-Ozone,1969.0,1971.0,,4.6,1.0,4.6,5.0,0.0,0.01049648367796788,643.2770022042615,139.84282656614383
JP,Nagoya,Meijo Line,Kaneyama-Aratamebashi,1971.0,1974.0,,5.6,1.0,5.6,6.0,0.0,0.01049648367796788,615.3878450719009,109.8906866199823
JP,Nagoya,Tsurumai Line,Fushimi-Yagoto,1973.0,1977.0,,8.4,1.0,8.4,8.0,0.0,0.01049648367796788,1312.4908155767819,156.24890661628356
JP,Nagoya,Tsurumai Line,Yakoto-Shiogamaguchi-Akaike,1975.0,1978.0,,5.7,0.9473684210526316,5.4,5.0,0.0,0.01049648367796788,980.3190931038102,171.985805807686
JP,Nagoya,Tsurumai Line,Joushin-Fushimi,1977.0,1981.0,,2.9,1.0,2.9,3.0,0.0,0.01049648367796788,711.6930828172563,245.4114078680194
JP,Nagoya,Higashiyama Line,Nakamura Koen-Takabata,1978.0,1982.0,,3.0,1.0,3.0,3.0,0.0,0.01049648367796788,855.4844127217382,285.16147090724604
JP,Nagoya,Tsurumai Line,Shōnai Ryokuchi Kōen-Joushin,1980.0,1984.0,,2.8,1.0,2.8,2.0,0.0,0.01049648367796788,602.1412826703055,215.05045809653768
UK,London,Extension to Stratford International from Canning Town,Docklands Light Railway,2006.0,2011.0,,6.0,0.0,0.0,,1.0,1.41,403.00655742223444,67.16775957037241
